10	5_6	1	0.0228
10	5_6	3	163.266
10	6_6	2	−0.910052404174679
10	6_6	3	-0.455
11	6_6	1	35.166
11	6_6	2	-40.782
11	6_6	3	1
12	5_1	1	247165752
12	5_1	2	1
12	5_6	3	−7
12	6_6	2	247,165,752
12	6_6	3	247,165,752
13	5_6	1	8
13	6_6	1	8
13	6_6	3	8
14	6_6	1	10405071392
14	6_6	2	10,405,071,392
14	6_6	3	10405071392
15	5_1	1	1
15	6_6	1	0
15	6_6	3	0
16	5_1	2	1
16	6_6	1	5
16	6_6	2	5.0
17	6_6	1	-0.411
17	6_6	2	2,4,6,8
17	6_6	3	10
18	5_4	2	5
18	6_6	1	2.2200792016311013
18	6_6	2	5
18	6_6	3	4.537
19	6_6	1	−9.42
19	6_6	3	0.5898
20	5_1	2	1
20	6_6	1	1
20	6_6	2	65
21	5_4	2	4.440158403262126
21	6_6	1	0
25	5_5	1	1.0
26	5_1	1	60.00
26	5_5	1	60
26	5_5	2	60
26	5_5	3	60
27	5_5	1	5
27	5_5	2	0.654
27	5_5	3	5.0
27	6_6	2	0.654
28	5_5	1	1040
28	5_5	2	1
28	5_5	3	1
28	6_6	1	1
29	5_5	2	5.0
2	5_1	3	−615
2	5_5	1 (2)	45
2	5_5	3 (2)	45
2	5_6	1	45
2	5_6	2	45
2	5_6	3	−615
2	6_6	1	−615
2	6_6	2	45
2	6_6	3	45
2	7_7	1	45
30	5_5	1	384.041
30	5_5	2	386.88
30	5_5	3	384.041
3	5_4	3	-1210
3	5_5	3 (2)	-1100
3	5_6	2	-1100
3	5_6	3	-1100
3	6_6	2	−1100
3	7_7	1	−1100
3	7_7	2	−1100
3	7_7	3	-1100
4	5_4	3	0.0089
4	5_6	1	0.746923450330400
4	5_6	2	-0.787169305696620
4	5_6	3	0.999998
4	6_6	2	1
4	6_6	3	0.001860946499917797
5	5_5	1	10
5	5_5	3	-2.0285
6	5_6	1	3,511,270
6	5_6	2	39875102470
6	5_6	3	39875102470
6	6_6	1	507.918
6	6_6	2	39,875,102,470
7	5_6	1	-27255
7	5_6	3	2
7	6_6	1	-10.78
7	6_6	2	-10.78
7	6_6	3	-10.78
8	5_1	1	1
8	5_1	3	1
8	5_4	1	−6443.41
8	5_6	2	−4.549
8	6_6	1	0
8	6_6	3	8
9	5_4	2	0
9	5_4	3	0
9	5_6	1	0
9	6_6	1	0
10	5_6	1	0.0228
10	5_6	3	163.266
10	6_6	2	−0.910052404174679
10	6_6	3	-0.455
11	6_6	1	35.166
11	6_6	2	-40.782
11	6_6	3	1
12	5_1	1	247165752
12	5_1	2	1
12	5_6	3	−7
12	6_6	2	247,165,752
12	6_6	3	247,165,752
13	5_6	1	8
13	6_6	1	8
13	6_6	3	8
14	6_6	1	10405071392
14	6_6	2	10,405,071,392
14	6_6	3	10405071392
15	5_1	1	1
15	6_6	1	0
15	6_6	3	0
16	5_1	2	1
16	6_6	1	5
16	6_6	2	5.0
17	6_6	1	-0.411
17	6_6	2	2,4,6,8
17	6_6	3	10
18	5_4	2	5
18	6_6	1	2.2200792016311013
18	6_6	2	5
18	6_6	3	4.537
19	6_6	1	−9.42
19	6_6	3	0.5898
20	5_1	2	1
20	6_6	1	1
20	6_6	2	65
21	5_4	2	4.440158403262126
21	6_6	1	0
25	5_5	1	1.0
26	5_1	1	60.00
26	5_5	1	60
26	5_5	2	60
26	5_5	3	60
27	5_5	1	5
27	5_5	2	0.654
27	5_5	3	5.0
27	6_6	2	0.654
28	5_5	1	1040
28	5_5	2	1
28	5_5	3	1
28	6_6	1	1
29	5_5	2	5.0
2	5_1	3	−615
2	5_5	1 (2)	45
2	5_5	3 (2)	45
2	5_6	1	45
2	5_6	2	45
2	5_6	3	−615
2	6_6	1	−615
2	6_6	2	45
2	6_6	3	45
2	7_7	1	45
30	5_5	1	384.041
30	5_5	2	386.88
30	5_5	3	384.041
3	5_4	3	-1210
3	5_5	3 (2)	-1100
3	5_6	2	-1100
3	5_6	3	-1100
3	6_6	2	−1100
3	7_7	1	−1100
3	7_7	2	−1100
3	7_7	3	-1100
4	5_4	3	0.0089
4	5_6	1	0.746923450330400
4	5_6	2	-0.787169305696620
4	5_6	3	0.999998
4	6_6	2	1
4	6_6	3	0.001860946499917797
5	5_5	1	10
5	5_5	3	-2.0285
6	5_6	1	3,511,270
6	5_6	2	39875102470
6	5_6	3	39875102470
6	6_6	1	507.918
6	6_6	2	39,875,102,470
7	5_6	1	-27255
7	5_6	3	2
7	6_6	1	-10.78
7	6_6	2	-10.78
7	6_6	3	-10.78
8	5_1	1	1
8	5_1	3	1
8	5_4	1	−6443.41
8	5_6	2	−4.549
8	6_6	1	0
8	6_6	3	8
9	5_4	2	0
9	5_4	3	0
9	5_6	1	0
9	6_6	1	0
