10		1	183.26
10	357	1	0
10	357	3	163.266
10	CoT_noOCR	1	0
10	CoT_noOCR	2	194.19
10	CoT_noOCR	3	0.6315
11		1	40.7821860841047
11		2	40.78
11	357	1	40.78
11	357	2	-47.38
11	357	3	-40.782
11	CoT	1	-40.782
11	CoT_noOCR	1	-40.78
11	CoT_noOCR	2	-52.559
11	CoT_noOCR	3	-40.782
12		1	247,165,752
12		2	247,165,752
12		3	247,165,752
12	357	1	247,165,752
12	357	2	247,165,752
12	357	3	247,165,752
12	CoT	1	247,165,752
12	CoT	2	247,165,752
12	CoT	3	247,165,752
12	CoT_noOCR	1	247165752
12	CoT_noOCR	2	247,165,752
12	CoT_noOCR	3	247,165,752
13		1	8
13		2	8
13		3	8
13	357	1	8.0
13	357	2	8
13	357	3	8.0
13	CoT	1	8
13	CoT	2	8
13	CoT	3	8
13	CoT_noOCR	1	8
13	CoT_noOCR	2	8
13	CoT_noOCR	3	8
14		1	10,405,071,392
14		2	10,405,071,392
14		3	10,405,071,392
14	357	3	10,405,071,392
14	CoT_noOCR	1	10405071392
14	CoT_noOCR	2	10,405,071,392
14	CoT_noOCR	3	10,405,071,392
15		1	0.2903
15		2	1.5914
15		3	0.290
15	357	1	0
15	357	2	0
15	357	3	0
15	CoT_noOCR	1	0
15	CoT_noOCR	2	-0.00
15	CoT_noOCR	3	1
16		2	5
16		3	5
16	357	2	5.0
16	7_7	1	5.0
16	7_7	2	5.0
16	7_7	3	5.0
16	CoT_noOCR	1	5
16	CoT_noOCR	2	5.0
16	CoT_noOCR	3	5
17		1	10
17		2	10
17		3	10
17	357	1	9.985
17	357	2	9.890
17	357	3	8.882751769603686
17	7_7	1	9.940
17	7_7	2	9.767
17	7_7	3	9.767
17	CoT_noOCR	1	10
17	CoT_noOCR	2	9.388
17	CoT_noOCR	3	10.0
18		1	8.0285
18		2	-5
18		3	4.537
18	357	1	5.0
18	357	2	5.0
18	357	3	5.0
18	7_7	1	5
18	7_7	3	5.0
18	CoT_noOCR	1	-8.028
18	CoT_noOCR	2	5.0
18	CoT_noOCR	3	-8.0285
19		3	3
19	357	1	10
19	357	2	915154256423.4293
19	357	3	9.4248
19	7_7	1	915154256423.4293
19	7_7	2	29.845
19	7_7	3	10
19	CoT_noOCR	2	1.896
19	CoT_noOCR	3	10.0
1		2	110.418
1		3	2
1	5_5	1	20.25
1	5_5	2	5.55165728544086
1	5_5	3	408.49
1	6_6	1	2628.54
1	6_6	3	21.77
1	CoT	2	205.63
1	CoT	3	0.0138888888888889
1	CoT_noOCR	1	201.426
1	CoT_noOCR	2	202.5
1	CoT_noOCR	3	19.54
20		2	65
20		3	65
20	357	1	65
20	357	2	65
20	357	3	65
20	7_7	1	65
20	7_7	2	65
20	7_7	3	65
20	CoT_noOCR	1	65
20	CoT_noOCR	2	65
